gene	go_term	go_slim_term	cellular_component
mig-5	GO:0005829	GO:0005829	cytosol
mig-5	GO:0005886	GO:0005886	plasma membrane
mig-5	GO:0016020	GO:0016020	membrane
mig-5	GO:0070161	GO:0030054	cell junction
mir-1			
mir-124			
mir-230			
mir-238			
mir-241			
mir-48			
mir-50			
mir-64			
mir-65			
mir-77			
mir-80			
mir-83			
mir-84			
miro-1	GO:0005739	GO:0005739	mitochondrion
miro-1	GO:0005741;GO:0016020	GO:0016020	membrane
misc-1	GO:0005739	GO:0005739	mitochondrion
misc-1	GO:0005743;GO:0016020	GO:0016020	membrane
mix-1	GO:0005634	GO:0005634	nucleus
mix-1	GO:0000793;GO:0000805;GO:0005694	GO:0005694	chromosome
mix-1	GO:0000796;GO:0032991;GO:0046536	GO:0032991	protein-containing complex
mix-1	GO:0000775;GO:0000785		
miz-1	GO:0000785		
mkk-4	GO:0005737	GO:0005737	cytoplasm
mks-1	GO:0005737	GO:0005737	cytoplasm
mks-1	GO:0005856	GO:0005856	cytoskeleton
mks-1	GO:0005929	GO:0005929	cilium
mks-1	GO:0036038	GO:0032991	protein-containing complex
mks-1	GO:0042995	GO:0042995	cell projection
mks-2	GO:0016020	GO:0016020	membrane
mks-2	GO:0035869		
mks-3	GO:0016020	GO:0016020	membrane
mks-3	GO:0036038	GO:0032991	protein-containing complex
mks-3	GO:0035869		
mks-5	GO:0036064	GO:0005815	microtubule organizing center
mks-5	GO:0005856	GO:0005856	cytoskeleton
mks-5	GO:0005929	GO:0005929	cilium
mks-5	GO:0042995	GO:0042995	cell projection
mks-5	GO:0035869		
mks-6	GO:0035869;GO:0044292		
mksr-1	GO:0005737	GO:0005737	cytoplasm
mksr-1	GO:0005856	GO:0005856	cytoskeleton
mksr-1	GO:0005929	GO:0005929	cilium
mksr-1	GO:0036038	GO:0032991	protein-containing complex
mksr-1	GO:0042995	GO:0042995	cell projection
mksr-1	GO:0035869		
mksr-2	GO:0005737	GO:0005737	cytoplasm
mksr-2	GO:0036064	GO:0005815	microtubule organizing center
mksr-2	GO:0005856	GO:0005856	cytoskeleton
mksr-2	GO:0005929	GO:0005929	cilium
mksr-2	GO:0036038	GO:0032991	protein-containing complex
mksr-2	GO:0042995	GO:0042995	cell projection
mksr-2	GO:0030425	GO:0043005	neuron projection
mksr-2	GO:0035869;GO:0044292		
mlc-1	GO:0005737	GO:0005737	cytoplasm
mlc-1	GO:0005859;GO:0016459;GO:0016460	GO:0032991	protein-containing complex
mlc-2	GO:0005737	GO:0005737	cytoplasm
mlc-2	GO:0016459;GO:0016460	GO:0032991	protein-containing complex
mlc-3	GO:0005859;GO:0016459	GO:0032991	protein-containing complex
mlc-3	GO:0005863		
mlc-4	GO:0005737	GO:0005737	cytoplasm
mlc-4	GO:0005856	GO:0005856	cytoskeleton
mlc-4	GO:0016459;GO:0016460;GO:0031941	GO:0032991	protein-containing complex
mlc-5	GO:0005737	GO:0005737	cytoplasm
mlc-5	GO:0005856;GO:0015629	GO:0005856	cytoskeleton
mlc-5	GO:0016459;GO:0016460	GO:0032991	protein-containing complex
mlc-6	GO:0016460	GO:0032991	protein-containing complex
mlc-7	GO:0016460	GO:0032991	protein-containing complex
mlcd-1	GO:0005759;GO:0005782		
mlck-1	GO:0005737	GO:0005737	cytoplasm
mlh-1	GO:0005634	GO:0005634	nucleus
mlh-1	GO:0032300;GO:0032389	GO:0032991	protein-containing complex
mlp-1	GO:0005634	GO:0005634	nucleus
mlp-1	GO:0005737	GO:0005737	cytoplasm
mlp-1	GO:0055120		
mls-1	GO:0005634	GO:0005634	nucleus
mls-1	GO:0000785		
mls-2	GO:0005634	GO:0005634	nucleus
mlt-11	GO:0005615		
mlt-2			
mlt-4	GO:0005929	GO:0005929	cilium
mlt-7	GO:0005615		
mma-1	GO:0005634	GO:0005634	nucleus
mma-1	GO:0005739	GO:0005739	mitochondrion
mmaa-1	GO:0005737	GO:0005737	cytoplasm
mmaa-1	GO:0005739	GO:0005739	mitochondrion
mmab-1			
mmad-1	GO:0005739	GO:0005739	mitochondrion
mmcm-1	GO:0005737	GO:0005737	cytoplasm
mmcm-1	GO:0005739	GO:0005739	mitochondrion
mmcm-1	GO:0005759		
mml-1	GO:0005634	GO:0005634	nucleus
mml-1	GO:0005737	GO:0005737	cytoplasm
mml-1	GO:0005739	GO:0005739	mitochondrion
mnr-1	GO:0005576	GO:0005576	extracellular region
mnr-1	GO:0005886	GO:0005886	plasma membrane
mnr-1	GO:0016020	GO:0016020	membrane
mnr-1	GO:0005615		
moc-1	GO:0005737	GO:0005737	cytoplasm
moc-1	GO:0005829	GO:0005829	cytosol
moc-1	GO:0045211	GO:0016020	membrane
moc-1	GO:0030425	GO:0043005	neuron projection
moc-1	GO:0099572	GO:0043226	organelle
moc-2	GO:0005829	GO:0005829	cytosol
moc-5			
mocs-1			
mod-1	GO:0005886	GO:0005886	plasma membrane
mod-1	GO:0016020	GO:0016020	membrane
mod-1	GO:0043025;GO:0098794		
mod-5	GO:0005886	GO:0005886	plasma membrane
mod-5	GO:0016020	GO:0016020	membrane
mod-5	GO:0043005	GO:0043005	neuron projection
mod-5	GO:0045202	GO:0045202	synapse
mod-5	GO:0098793		
mog-1	GO:0005634	GO:0005634	nucleus
mog-1	GO:0005681	GO:0032991	protein-containing complex
mog-2	GO:0005634	GO:0005634	nucleus
mog-2	GO:0005654	GO:0005654	nucleoplasm
mog-2	GO:0005686;GO:1990904	GO:0032991	protein-containing complex
mogs-1	GO:0005783	GO:0005783	endoplasmic reticulum
mogs-1	GO:0005789;GO:0016020	GO:0016020	membrane
mom-1	GO:0005783	GO:0005783	endoplasmic reticulum
mom-1	GO:0005789;GO:0016020	GO:0016020	membrane
mom-2	GO:0005576	GO:0005576	extracellular region
mom-2	GO:0005615		
mom-4	GO:0005737	GO:0005737	cytoplasm
mom-4	GO:0055120		
mom-5	GO:0005768;GO:0005769	GO:0005768	endosome
mom-5	GO:0005886	GO:0005886	plasma membrane
mom-5	GO:0016020	GO:0016020	membrane
moma-1	GO:0005739	GO:0005739	mitochondrion
moma-1	GO:0005741;GO:0016020	GO:0016020	membrane
moma-1	GO:0061617	GO:0032991	protein-containing complex
mop-25.1			
mop-25.2	GO:0005737	GO:0005737	cytoplasm
mop-25.2	GO:0005856	GO:0005856	cytoskeleton
mop-25.2	GO:0000922		
morc-1	GO:0005634	GO:0005634	nucleus
morc-1	GO:0016604	GO:0043226	organelle
mpc-1	GO:0005739	GO:0005739	mitochondrion
mpc-1	GO:0005743;GO:0016020	GO:0016020	membrane
mpc-2	GO:0005739	GO:0005739	mitochondrion
mpc-2	GO:0005743;GO:0016020	GO:0016020	membrane
mpdu-1	GO:0016020	GO:0016020	membrane
mpk-1	GO:0005634	GO:0005634	nucleus
mpk-1	GO:0005737	GO:0005737	cytoplasm
mpk-2	GO:0005634	GO:0005634	nucleus
mpk-2	GO:0005737	GO:0005737	cytoplasm
mppa-1	GO:0005739	GO:0005739	mitochondrion
mppa-1	GO:0017087	GO:0032991	protein-containing complex
mppa-1	GO:0005759		
mppb-1	GO:0005739	GO:0005739	mitochondrion
mppb-1	GO:0017087	GO:0032991	protein-containing complex
mppb-1	GO:0005759		
mpst-1	GO:0005739	GO:0005739	mitochondrion
mpst-2	GO:0005739	GO:0005739	mitochondrion
mpst-3	GO:0005739	GO:0005739	mitochondrion
mpst-4	GO:0005739	GO:0005739	mitochondrion
mpst-5			
mpst-6	GO:0005739	GO:0005739	mitochondrion
mpst-7	GO:0005739	GO:0005739	mitochondrion
mpst-7	GO:0016020	GO:0016020	membrane
mpz-1	GO:0016020	GO:0016020	membrane
mpz-1	GO:0062049	GO:0032991	protein-containing complex
mpz-1	GO:0030424	GO:0043005	neuron projection
mrck-1	GO:0005737;GO:0005938	GO:0005737	cytoplasm
mrck-1	GO:0005856	GO:0005856	cytoskeleton
mre-11	GO:0005634	GO:0005634	nucleus
mre-11	GO:0005694	GO:0005694	chromosome
mre-11	GO:0030870	GO:0032991	protein-containing complex
mre-11	GO:0035861		
mrp-1	GO:0000323;GO:0005773	GO:0005773	vacuole
mrp-1	GO:0005886	GO:0005886	plasma membrane
mrp-1	GO:0005774;GO:0016020	GO:0016020	membrane
mrp-2	GO:0000323;GO:0005773	GO:0005773	vacuole
mrp-2	GO:0005886	GO:0005886	plasma membrane
mrp-2	GO:0005774;GO:0016020	GO:0016020	membrane
mrp-5	GO:0005886	GO:0005886	plasma membrane
mrp-5	GO:0016020;GO:0016323	GO:0016020	membrane
mrp-6	GO:0005886	GO:0005886	plasma membrane
mrp-6	GO:0016020	GO:0016020	membrane
mrp-7	GO:0005886	GO:0005886	plasma membrane
mrp-7	GO:0016020	GO:0016020	membrane
mrpl-12	GO:0005737	GO:0005737	cytoplasm
mrpl-12	GO:0005840	GO:0005840	ribosome
mrpl-12	GO:0005762;GO:1990904	GO:0032991	protein-containing complex
mrpl-15	GO:0005840	GO:0005840	ribosome
mrpl-15	GO:0005762;GO:0015934;GO:1990904	GO:0032991	protein-containing complex
mrpl-39	GO:0005739	GO:0005739	mitochondrion
mrpl-39	GO:0005840	GO:0005840	ribosome
mrpl-40	GO:0005739	GO:0005739	mitochondrion
mrpl-40	GO:0005761;GO:0005840	GO:0005840	ribosome
mrpl-40	GO:0005762;GO:1990904	GO:0032991	protein-containing complex
mrpl-44	GO:0005634	GO:0005634	nucleus
mrpl-44	GO:0005739	GO:0005739	mitochondrion
mrpl-44	GO:0005840	GO:0005840	ribosome
mrpl-44	GO:0005762;GO:1990904	GO:0032991	protein-containing complex
mrpl-45	GO:0005739	GO:0005739	mitochondrion
mrpl-45	GO:0005840	GO:0005840	ribosome
mrpl-45	GO:1990904	GO:0032991	protein-containing complex
mrpl-50	GO:0005739	GO:0005739	mitochondrion
mrpl-50	GO:0005840	GO:0005840	ribosome
mrpl-50	GO:0005762;GO:1990904	GO:0032991	protein-containing complex
mrpr-1			
mrps-12	GO:0005840	GO:0005840	ribosome
mrps-12	GO:0005763;GO:0015935;GO:1990904	GO:0032991	protein-containing complex
mrps-14	GO:0005737	GO:0005737	cytoplasm
mrps-14	GO:0005739	GO:0005739	mitochondrion
mrps-14	GO:0005840	GO:0005840	ribosome
mrps-14	GO:0005763;GO:1990904	GO:0032991	protein-containing complex
mrps-16	GO:0005739	GO:0005739	mitochondrion
mrps-16	GO:0005840	GO:0005840	ribosome
mrps-16	GO:0005743	GO:0016020	membrane
mrps-16	GO:0005763;GO:0015935;GO:1990904	GO:0032991	protein-containing complex
mrps-16	GO:0005759		
mrps-18C	GO:0005739	GO:0005739	mitochondrion
mrps-18C	GO:0005840	GO:0005840	ribosome
mrps-18C	GO:0005762;GO:1990904	GO:0032991	protein-containing complex
mrps-2	GO:0005739	GO:0005739	mitochondrion
mrps-2	GO:0005840	GO:0005840	ribosome
mrps-2	GO:0005743	GO:0016020	membrane
mrps-2	GO:0005763;GO:0015935;GO:1990904	GO:0032991	protein-containing complex
mrps-22	GO:0005840	GO:0005840	ribosome
mrps-22	GO:0005763	GO:0032991	protein-containing complex
mrps-23	GO:0005739	GO:0005739	mitochondrion
mrps-23	GO:0005840	GO:0005840	ribosome
mrps-23	GO:0005763;GO:1990904	GO:0032991	protein-containing complex
mrps-25	GO:0005739	GO:0005739	mitochondrion
mrps-25	GO:0005840	GO:0005840	ribosome
mrps-25	GO:0005763;GO:1990904	GO:0032991	protein-containing complex
mrps-28	GO:0005840	GO:0005840	ribosome
mrps-28	GO:0005763	GO:0032991	protein-containing complex
mrps-33	GO:0005739	GO:0005739	mitochondrion
mrps-33	GO:0005840	GO:0005840	ribosome
mrps-33	GO:1990904	GO:0032991	protein-containing complex
mrps-34	GO:0005739	GO:0005739	mitochondrion
mrps-34	GO:0005840	GO:0005840	ribosome
mrps-34	GO:0005763	GO:0032991	protein-containing complex
mrps-7	GO:0005739	GO:0005739	mitochondrion
mrps-7	GO:0005840	GO:0005840	ribosome
mrps-7	GO:0005763;GO:1990904	GO:0032991	protein-containing complex
mrt-1	GO:0005634	GO:0005634	nucleus
mrt-1	GO:0005694	GO:0005694	chromosome
mrt-1	GO:0000781		
msh-2	GO:0005634	GO:0005634	nucleus
msh-2	GO:0032301	GO:0032991	protein-containing complex
msh-5	GO:0005634	GO:0005634	nucleus
msh-5	GO:0005694	GO:0005694	chromosome
msh-6	GO:0005634	GO:0005634	nucleus
msh-6	GO:0032301	GO:0032991	protein-containing complex
msi-1	GO:0005737	GO:0005737	cytoplasm
msi-1	GO:0043204		
mspn-1	GO:0005739	GO:0005739	mitochondrion
mspn-1	GO:0005741;GO:0016020	GO:0016020	membrane
mtch-1	GO:0005739	GO:0005739	mitochondrion
mtch-1	GO:0005741;GO:0016020	GO:0016020	membrane
mtcu-1	GO:0005737	GO:0005737	cytoplasm
mtcu-1	GO:0005739	GO:0005739	mitochondrion
mtcu-2	GO:0005737	GO:0005737	cytoplasm
mtcu-2	GO:0005739	GO:0005739	mitochondrion
mtcu-2	GO:0005829	GO:0005829	cytosol
mthf-1	GO:0005829	GO:0005829	cytosol
mtm-1	GO:0005737;GO:0005938;GO:0045179	GO:0005737	cytoplasm
mtm-1	GO:0005829	GO:0005829	cytosol
mtm-1	GO:0005886	GO:0005886	plasma membrane
mtm-1	GO:0016020;GO:0016324	GO:0016020	membrane
mtm-1	GO:0042995	GO:0042995	cell projection
mtm-1	GO:0001891		
mtm-10	GO:0005737	GO:0005737	cytoplasm
mtm-10	GO:0016020	GO:0016020	membrane
mtm-3	GO:0005737	GO:0005737	cytoplasm
mtm-3	GO:0016020	GO:0016020	membrane
mtm-5	GO:0005737	GO:0005737	cytoplasm
mtm-5	GO:0016020	GO:0016020	membrane
mtm-6	GO:0005737	GO:0005737	cytoplasm
mtm-6	GO:0005829	GO:0005829	cytosol
mtm-6	GO:0005886	GO:0005886	plasma membrane
mtm-6	GO:0016020;GO:0016324	GO:0016020	membrane
mtm-6	GO:1904144	GO:0032991	protein-containing complex
mtm-9	GO:0005737	GO:0005737	cytoplasm
mtm-9	GO:0005829	GO:0005829	cytosol
mtm-9	GO:0005886	GO:0005886	plasma membrane
mtm-9	GO:0016020;GO:0016324	GO:0016020	membrane
mtm-9	GO:1904144	GO:0032991	protein-containing complex
mtp-18	GO:0005739	GO:0005739	mitochondrion
mtp-18	GO:0005743;GO:0016020	GO:0016020	membrane
mtpn-1	GO:0005634	GO:0005634	nucleus
mtpn-1	GO:0005737	GO:0005737	cytoplasm
mtr-4	GO:0005634	GO:0005634	nucleus
mtr-4	GO:0031499	GO:0032991	protein-containing complex
mtrr-1	GO:0005829	GO:0005829	cytosol
mtss-1	GO:0005739	GO:0005739	mitochondrion
mtss-1	GO:0042645	GO:0043226	organelle
mttu-1	GO:0005739	GO:0005739	mitochondrion
mua-3	GO:0005576	GO:0005576	extracellular region
mua-3	GO:0005886	GO:0005886	plasma membrane
mua-3	GO:0016020	GO:0016020	membrane
mua-3	GO:0030056;GO:0070161	GO:0030054	cell junction
mua-3	GO:0005882		
mua-6	GO:0030056;GO:0070161	GO:0030054	cell junction
mua-6	GO:0005652;GO:0005882		
mup-2	GO:0005861	GO:0032991	protein-containing complex
mus-81	GO:0005634	GO:0005634	nucleus
mus-81	GO:0048476	GO:0032991	protein-containing complex
mvk-1	GO:0005737	GO:0005737	cytoplasm
mvk-1	GO:0005829	GO:0005829	cytosol
mxl-1	GO:0005634	GO:0005634	nucleus
mxl-1	GO:0005667;GO:0090575	GO:0032991	protein-containing complex
mxl-2	GO:0005634	GO:0005634	nucleus
mxl-2	GO:0005737	GO:0005737	cytoplasm
mxl-2	GO:0005739	GO:0005739	mitochondrion
mxl-3	GO:0005634	GO:0005634	nucleus
mxl-3	GO:0005737	GO:0005737	cytoplasm
mxl-3	GO:0090575	GO:0032991	protein-containing complex
myo-1	GO:0005737	GO:0005737	cytoplasm
myo-1	GO:0016459;GO:0016460	GO:0032991	protein-containing complex
myo-1	GO:0030016	GO:0043226	organelle
myo-1	GO:0005863;GO:0032982		
myo-2	GO:0005737	GO:0005737	cytoplasm
myo-2	GO:0005859;GO:0016459;GO:0016460	GO:0032991	protein-containing complex
myo-2	GO:0030016	GO:0043226	organelle
myo-2	GO:0005863;GO:0031672;GO:0032982		
myo-3	GO:0005737	GO:0005737	cytoplasm
myo-3	GO:0016459;GO:0016460	GO:0032991	protein-containing complex
myo-3	GO:0030016	GO:0043226	organelle
myo-3	GO:0005863;GO:0031672;GO:0032982		
myo-5	GO:0005737	GO:0005737	cytoplasm
myo-5	GO:0016459;GO:0016460	GO:0032991	protein-containing complex
myo-5	GO:0030016	GO:0043226	organelle
myo-5	GO:0005863;GO:0032982		
myrf-1	GO:0005634	GO:0005634	nucleus
myrf-1	GO:0005737	GO:0005737	cytoplasm
myrf-1	GO:0005783	GO:0005783	endoplasmic reticulum
myrf-1	GO:0005886	GO:0005886	plasma membrane
myrf-1	GO:0005789;GO:0016020;GO:0016324	GO:0016020	membrane
myrf-1	GO:0005667	GO:0032991	protein-containing complex
myrf-1	GO:0045178		
myrf-2	GO:0005634	GO:0005634	nucleus
myrf-2	GO:0005737	GO:0005737	cytoplasm
myrf-2	GO:0005783	GO:0005783	endoplasmic reticulum
myrf-2	GO:0005886	GO:0005886	plasma membrane
myrf-2	GO:0005789;GO:0016020;GO:0016324	GO:0016020	membrane
myrf-2	GO:0005667	GO:0032991	protein-containing complex
mys-1	GO:0005634	GO:0005634	nucleus
mys-1	GO:0035267	GO:0032991	protein-containing complex
mys-2	GO:0005634	GO:0005634	nucleus
mys-2	GO:0035267;GO:0044545;GO:0072487	GO:0032991	protein-containing complex
mys-4	GO:0005634	GO:0005634	nucleus
mys-4	GO:0036409	GO:0032991	protein-containing complex
mys-4	GO:0000785		
nab-1	GO:0005737	GO:0005737	cytoplasm
nab-1	GO:0005856;GO:0015629;GO:0030864	GO:0005856	cytoskeleton
nab-1	GO:0005886	GO:0005886	plasma membrane
nab-1	GO:0036062	GO:0016020	membrane
nab-1	GO:0120025	GO:0042995	cell projection
nab-1	GO:0030425	GO:0043005	neuron projection
nab-1	GO:0014069	GO:0043226	organelle
nab-1	GO:0045202	GO:0045202	synapse
nab-1	GO:0001725;GO:0048786		
nac-1	GO:0005886	GO:0005886	plasma membrane
nac-1	GO:0016020	GO:0016020	membrane
nac-2	GO:0005886	GO:0005886	plasma membrane
nac-2	GO:0016020	GO:0016020	membrane
nac-3	GO:0005886	GO:0005886	plasma membrane
nac-3	GO:0016020	GO:0016020	membrane
nap-1	GO:0005634	GO:0005634	nucleus
nap-1	GO:0005737	GO:0005737	cytoplasm
nap-1	GO:0000785		
nape-1	GO:0005737	GO:0005737	cytoplasm
nape-1	GO:0043005	GO:0043005	neuron projection
nape-1	GO:0043025		
nape-2	GO:0005737	GO:0005737	cytoplasm
nape-2	GO:0043005	GO:0043005	neuron projection
nape-2	GO:0043025		
nars-1	GO:0005737	GO:0005737	cytoplasm
nars-2	GO:0005739	GO:0005739	mitochondrion
nas-13	GO:0005576	GO:0005576	extracellular region
nas-13	GO:0005615		
nas-14	GO:0005576	GO:0005576	extracellular region
nas-14	GO:0005615		
nas-15	GO:0005576	GO:0005576	extracellular region
nas-15	GO:0005615		
nas-39	GO:0005576	GO:0005576	extracellular region
nas-39	GO:0005615		
nasp-1	GO:0005634	GO:0005634	nucleus
nasp-1	GO:0005654	GO:0005654	nucleoplasm
nasp-2	GO:0005654	GO:0005654	nucleoplasm
natb-1	GO:0031416	GO:0032991	protein-containing complex
nbet-1	GO:0005783	GO:0005783	endoplasmic reticulum
nbet-1	GO:0005794	GO:0005794	Golgi apparatus
nbet-1	GO:0000139;GO:0005789;GO:0016020	GO:0016020	membrane
nbet-1	GO:0031201	GO:0032991	protein-containing complex
nbet-1	GO:0012505		
nca-2	GO:0005886	GO:0005886	plasma membrane
nca-2	GO:0016020	GO:0016020	membrane
ncam-1	GO:0005886	GO:0005886	plasma membrane
ncam-1	GO:0016020	GO:0016020	membrane
ncam-1	GO:0030424	GO:0043005	neuron projection
ncap-1	GO:0016020	GO:0016020	membrane
ncap-1	GO:0030125	GO:0032991	protein-containing complex
ncbp-2	GO:0005634	GO:0005634	nucleus
ncbp-2	GO:0005635	GO:0005635	nuclear envelope
ncbp-2	GO:0005846	GO:0032991	protein-containing complex
ncbp-2	GO:0034399		
ncl-1	GO:0005737	GO:0005737	cytoplasm
ncr-1	GO:0005764	GO:0005764	lysosome
ncr-1	GO:0005770	GO:0005768	endosome
ncr-1	GO:0005886	GO:0005886	plasma membrane
ncr-1	GO:0016020	GO:0016020	membrane
ncr-2	GO:0005886	GO:0005886	plasma membrane
ncr-2	GO:0016020	GO:0016020	membrane
ncx-1	GO:0005886;GO:0042383	GO:0005886	plasma membrane
ncx-1	GO:0016020	GO:0016020	membrane
ncx-1	GO:0030424	GO:0043005	neuron projection
ncx-1	GO:0098794		
ncx-2	GO:0005886;GO:0042383	GO:0005886	plasma membrane
ncx-2	GO:0016020	GO:0016020	membrane
ncx-2	GO:0030424	GO:0043005	neuron projection
ncx-2	GO:0012505;GO:0098794		
ncx-4	GO:0005886	GO:0005886	plasma membrane
ncx-4	GO:0016020	GO:0016020	membrane
ncx-5	GO:0005886	GO:0005886	plasma membrane
ncx-5	GO:0016020	GO:0016020	membrane
ndab-1	GO:0005739	GO:0005739	mitochondrion
ndab-1	GO:0045271	GO:0032991	protein-containing complex
ndab-2	GO:0005739	GO:0005739	mitochondrion
ndab-2	GO:0045271	GO:0032991	protein-containing complex
ndc-80	GO:0005634	GO:0005634	nucleus
ndc-80	GO:0005694	GO:0005694	chromosome
ndc-80	GO:0005737	GO:0005737	cytoplasm
ndc-80	GO:0005856	GO:0005856	cytoskeleton
ndc-80	GO:0031262	GO:0032991	protein-containing complex
ndc-80	GO:0000776	GO:0043226	organelle
ndc-80	GO:0000775;GO:0005874		
ndk-1			
ndnf-1	GO:0005576	GO:0005576	extracellular region
ndrr-1	GO:0005737	GO:0005737	cytoplasm
ndrr-1	GO:0055120		
ndrr-2	GO:0005737	GO:0005737	cytoplasm
ndua-1	GO:0005739	GO:0005739	mitochondrion
ndua-1	GO:0016020	GO:0016020	membrane
ndua-1	GO:0045271	GO:0032991	protein-containing complex
ndua-12	GO:0005739	GO:0005739	mitochondrion
ndua-12	GO:0005743;GO:0016020	GO:0016020	membrane
ndua-12	GO:0045271	GO:0032991	protein-containing complex
ndua-13	GO:0005739	GO:0005739	mitochondrion
ndua-13	GO:0005743;GO:0016020	GO:0016020	membrane
ndua-13	GO:0045271	GO:0032991	protein-containing complex
ndua-2	GO:0005739	GO:0005739	mitochondrion
ndua-2	GO:0005743	GO:0016020	membrane
ndua-2	GO:0045271	GO:0032991	protein-containing complex
ndua-5	GO:0005739	GO:0005739	mitochondrion
ndua-5	GO:0005743;GO:0016020	GO:0016020	membrane
ndua-5	GO:0045271	GO:0032991	protein-containing complex
ndua-7	GO:0005739	GO:0005739	mitochondrion
ndua-7	GO:0005743;GO:0016020	GO:0016020	membrane
ndua-7	GO:0045271	GO:0032991	protein-containing complex
ndua-8	GO:0005739	GO:0005739	mitochondrion
ndua-8	GO:0005743;GO:0016020	GO:0016020	membrane
ndua-8	GO:0045271	GO:0032991	protein-containing complex
ndub-10	GO:0005739	GO:0005739	mitochondrion
ndub-10	GO:0005743;GO:0016020	GO:0016020	membrane
ndub-10	GO:0045271	GO:0032991	protein-containing complex
ndub-11	GO:0005739	GO:0005739	mitochondrion
ndub-11	GO:0005743;GO:0016020	GO:0016020	membrane
ndub-11	GO:0045271	GO:0032991	protein-containing complex
ndub-3	GO:0005739	GO:0005739	mitochondrion
ndub-3	GO:0005743;GO:0016020	GO:0016020	membrane
ndub-3	GO:0045271	GO:0032991	protein-containing complex
ndub-5	GO:0005739	GO:0005739	mitochondrion
ndub-5	GO:0005743;GO:0016020	GO:0016020	membrane
ndub-5	GO:0045271	GO:0032991	protein-containing complex
ndub-6	GO:0005739	GO:0005739	mitochondrion
ndub-6	GO:0045271	GO:0032991	protein-containing complex
ndub-7	GO:0005739	GO:0005739	mitochondrion
ndub-7	GO:0005743;GO:0016020	GO:0016020	membrane
ndub-7	GO:0045271	GO:0032991	protein-containing complex
ndub-7	GO:0005758		
ndub-8	GO:0005739	GO:0005739	mitochondrion
ndub-8	GO:0045271	GO:0032991	protein-containing complex
nduc-2	GO:0005739	GO:0005739	mitochondrion
nduc-2	GO:0005743;GO:0016020	GO:0016020	membrane
nduc-2	GO:0045271	GO:0032991	protein-containing complex
nduf-2.2	GO:0005739	GO:0005739	mitochondrion
nduf-2.2	GO:0045271	GO:0032991	protein-containing complex
nduf-6	GO:0005739	GO:0005739	mitochondrion
nduf-6	GO:0005743;GO:0016020	GO:0016020	membrane
nduf-6	GO:0045271	GO:0032991	protein-containing complex
nduf-7	GO:0005739	GO:0005739	mitochondrion
nduf-7	GO:0045271	GO:0032991	protein-containing complex
nduf-9	GO:0005739	GO:0005739	mitochondrion
nduf-9	GO:0045271	GO:0032991	protein-containing complex
ndus-8	GO:0005739	GO:0005739	mitochondrion
ndus-8	GO:0016020	GO:0016020	membrane
ndus-8	GO:0045271	GO:0032991	protein-containing complex
nduv-2	GO:0005739	GO:0005739	mitochondrion
nduv-2	GO:0005743;GO:0016020	GO:0016020	membrane
nduv-2	GO:0045271;GO:0098796;GO:1902494	GO:0032991	protein-containing complex
ned-8	GO:0005634	GO:0005634	nucleus
ned-8	GO:0005737	GO:0005737	cytoplasm
nefr-1			
nekl-1	GO:0005737	GO:0005737	cytoplasm
nekl-2	GO:0005634	GO:0005634	nucleus
nekl-2	GO:0005737	GO:0005737	cytoplasm
nekl-4			
nep-1	GO:0005886	GO:0005886	plasma membrane
nep-1	GO:0016020	GO:0016020	membrane
nep-10	GO:0005886	GO:0005886	plasma membrane
nep-10	GO:0016020	GO:0016020	membrane
nep-11	GO:0005886	GO:0005886	plasma membrane
nep-11	GO:0016020	GO:0016020	membrane
nep-13	GO:0005886	GO:0005886	plasma membrane
nep-13	GO:0016020	GO:0016020	membrane
nep-2	GO:0005886	GO:0005886	plasma membrane
nep-2	GO:0016020	GO:0016020	membrane
nep-2	GO:0009986		
nep-20	GO:0005886	GO:0005886	plasma membrane
nep-20	GO:0016020	GO:0016020	membrane
nep-21	GO:0005886	GO:0005886	plasma membrane
nep-21	GO:0016020	GO:0016020	membrane
nep-23	GO:0005886	GO:0005886	plasma membrane
nep-23	GO:0016020	GO:0016020	membrane
nep-24	GO:0005886	GO:0005886	plasma membrane
nep-26	GO:0005886	GO:0005886	plasma membrane
nep-26	GO:0016020	GO:0016020	membrane
nep-3	GO:0005886	GO:0005886	plasma membrane
nep-3	GO:0016020	GO:0016020	membrane
nep-4	GO:0005886	GO:0005886	plasma membrane
nep-6	GO:0005886	GO:0005886	plasma membrane
nep-6	GO:0016020	GO:0016020	membrane
nep-8	GO:0005886	GO:0005886	plasma membrane
nep-8	GO:0016020	GO:0016020	membrane
nep-9	GO:0005886	GO:0005886	plasma membrane
nep-9	GO:0016020	GO:0016020	membrane
nex-2	GO:0005634	GO:0005634	nucleus
nex-2	GO:0005737	GO:0005737	cytoplasm
nex-2	GO:0005886	GO:0005886	plasma membrane
nex-2	GO:0012506	GO:0016020	membrane
nex-3	GO:0005634	GO:0005634	nucleus
nex-3	GO:0005737	GO:0005737	cytoplasm
nex-3	GO:0005886	GO:0005886	plasma membrane
nex-3	GO:0012506	GO:0016020	membrane
nex-4	GO:0005634	GO:0005634	nucleus
nex-4	GO:0005737	GO:0005737	cytoplasm
nex-4	GO:0005886	GO:0005886	plasma membrane
nex-4	GO:0012506	GO:0016020	membrane
nfi-1	GO:0005634	GO:0005634	nucleus
nfki-1			
nfm-1	GO:0005886	GO:0005886	plasma membrane
nfm-1	GO:0016020	GO:0016020	membrane
